sam_address_id,full_address,mailing_neighborhood,state,zip_code,x_coord,y_coord,recollect,trashday,pwd_district
135294,207 W Third St,South Boston,MA,2127.0,-71.0495904699515,42.339229509871885,TH5,TH,5
304420,8 Saint Lukes Rd # 3,Allston,MA,2134.0,-71.1268006151121,42.351859610150456,W,W,4
429969,300 Harrison Ave #139,Roxbury,MA,2118.0,-71.06246139843083,42.34602294615494,TF,TF,1
137719,591 Tremont St #3,Roxbury,MA,2118.0,-71.07321051349366,42.34337954052197,TF,TF,1
152532,79 Worcester St,Roxbury,MA,2118.0,-71.07785053236364,42.33954954765962,TF,TF,1
241471,70 Glencoe St # 2,Brighton,MA,2135.0,-71.1488736617108,42.35318763875042,T,T,4
350563,74 Zeigler St,Roxbury,MA,2119.0,-71.08178008712147,42.32932611072473,MTH,MTH,10
290732,256 Parker Hill Ave #1,Mission Hill,MA,2120.0,-71.10079060880864,42.32856957922101,TF,TF,10
197771,61 Brookline Ave #215,Boston,MA,2215.0,-71.09900056315864,42.34718957443716,TF,TF,10
359270,111 Beach St #3A,Boston,MA,2111.0,-71.05795046326843,42.35063952026318,MF,MF,1
269309,183 Marlborough St #B,Boston,MA,2116.0,-71.08014050844,42.35272954905403,MTH,MTH,1
256408,896 Huntington Ave #7,Mission Hill,MA,2120.0,-71.11167062574829,42.33195959329522,TF,TF,10
236624,117 Forest Hills St #1B,Jamaica Plain,MA,2130.0,-71.10314066013257,42.30803958518096,W,W,2
188190,40 Berkeley St #732,Boston,MA,2116.0,-71.07090050286321,42.34593953760193,TF,TF,1
220679,54 Crestwood Park # 1,Roxbury,MA,2119.0,-71.08700060169065,42.31791956206848,MTH,MTH,10
273726,511 Medford St #1,Charlestown,MA,2129.0,-71.06960041498903,42.38399953239832,,,
182999,86 Bay State Rd #5,Boston,MA,2215.0,-71.096810552284,42.349829571187854,TF,TF,10
242434,76 Goodenough St # 1,Brighton,MA,2135.0,-71.15418067010323,42.35474964528154,M,M,4
424472,24 Rockland St #13,Roxbury,MA,2119.0,-71.08399058591463,42.321929557513165,MTH,MTH,10
290875,7 Parker Hill Ave #2,Mission Hill,MA,2120.0,-71.10975061934226,42.33285959059423,TF,TF,10
125013,235 W Selden St,Mattapan,MA,2126.0,-71.08978070745087,42.2734195706846,W,W,7
163121,7 Chamblet St,Dorchester,MA,2125.0,-71.0719563193129,42.31594536490141,W,W,3
378786,18 Woodfield St,Dorchester,MA,2122.0,-71.05169059866049,42.28362951664568,TH,TH,7
323369,19 Turner St # 3,Brighton,MA,2135.0,-71.16188069877913,42.34967965645893,M,M,4
174595,133 Standard St,Mattapan,MA,2126.0,-71.08013067885419,42.276449557138434,W,W,7
185501,253 N Beacon St #35,Brighton,MA,2135.0,-71.15161865921243,42.35706964152766,M,M,4
402412,225 Baker St #14,West Roxbury,MA,2132.0,-71.16676087330715,42.27692967883978,F,F,6
360542,10 Noyes Pl # 1,Boston,MA,2113.0,-71.05602042667563,42.36509951666898,MTH,MTH,1
218462,3 Conway St #30,Roslindale,MA,2131.0,-71.13016076617205,42.28785962552897,W,W,6
199838,38 Burton St # 2,Brighton,MA,2135.0,-71.17236971117825,42.35466866903703,M,M,4
375597,14 John Eliot Sq #5A,Roxbury,MA,2119.0,-71.09038058360913,42.329389565225085,MTH,MTH,10
217304,566 Commonwealth Ave #1001,Boston,MA,2215.0,-71.09882755925949,42.34877757397974,TF,TF,10
153018,62-64 Wrentham St # 4,Dorchester,MA,2124.0,-71.06031660714243,42.288462528036085,F,F,7
336086,22 Wheatland Ave # 1,Dorchester,MA,2124.0,-71.07290062450848,42.29346954533257,T,T,7
431951,860 Harrison Ave #98,Roxbury,MA,2118.0,-71.0753260262714,42.33450135350768,TF,TF,10
452091,238-240 Warren St,Roxbury,MA,2119.0,-71.08200234898388,42.32260583112589,MTH,MTH,10
368012,303 Columbus Ave #306,Boston,MA,2116.0,-71.07451050905327,42.34678954230656,TF,TF,1
99205,58 Mozart St,Jamaica Plain,MA,2130.0,-71.10440063469422,42.32079958526445,MTH,MTH,10
12641,15 N Beacon St #423,Allston,MA,2134.0,-71.1376506339157,42.35424962356704,F,F,4
409991,112 Lake Shore Rd # 2,Brighton,MA,2135.0,-71.16730072528856,42.34330966493968,TH,TH,4
288078,28 Oxford St #5,Boston,MA,2111.0,-71.06026046625584,42.35162952321049,MF,MF,1
276805,7 Montfern Ave #1,Brighton,MA,2135.0,-71.16444270326194,42.35026965970134,M,M,4
360754,20 Tileston St #1C,Boston,MA,2113.0,-71.053930421452,42.36533951395754,MTH,MTH,1
198767,4 Browning Ave #2,Dorchester,MA,2124.0,-71.08054064007936,42.29421955585072,M,M,3
305396,14 Samoset St # 1,Dorchester,MA,2124.0,-71.06473060998147,42.29170953413525,T,T,7
830,567 Adams St,Dorchester,MA,2124.0,-71.05660059522766,42.29027952278537,F,F,7
249873,52 Hazleton St #2,Mattapan,MA,2126.0,-71.09570070642054,42.279829578628345,M,M,7
151543,22 Woodglen Rd,Hyde Park,MA,2136.0,-71.12127083709386,42.243819650215286,M,M,8
413591,75 Pierce St # 2,Hyde Park,MA,2136.0,-71.11713080612697,42.256919612175984,T,T,8
39369,2000 Commonwealth Ave #1102,Brighton,MA,2135.0,-71.1585207146997,42.33941965377336,TH,TH,4
18960,34 Bradford St # 1,Roxbury,MA,2118.0,-71.06855450433586,42.34290253493015,TF,TF,1
367357,186 Commonwealth Ave #46,Boston,MA,2116.0,-71.07974051134777,42.351019548730086,MTH,MTH,1
32057,72 Chickatawbut St,Dorchester,MA,2122.0,-71.050050590097,42.28563951418411,TH,TH,7
387571,9 W Broadway #114,South Boston,MA,2127.0,-71.05756816814235,42.34256397724389,F5,F,5
330200,96 Washington St #B1,Brighton,MA,2135.0,-71.14406067139441,42.34405963413722,T,T,4
229388,4 Ellis St # 1,Roxbury,MA,2119.0,-71.09185060108244,42.32302956798355,MTH,MTH,10
177098,38 Allston St #2,Charlestown,MA,2129.0,-71.06337040809382,42.380809524814346,W1A,W,1A
114423,26 Radnor Rd,Brighton,MA,2135.0,-71.15797071039943,42.34071965336371,TH,TH,4
346437,104 W Broadway,South Boston,MA,2127.0,-71.05480905175583,42.34165902681573,TH5,TH,5
194922,11 Bradford St # 2,Roxbury,MA,2118.0,-71.06898050630899,42.34244953546885,TF,TF,1
160066,95 Topliff St #3,Dorchester,MA,2122.0,-71.06781556843154,42.30155139300523,T,T,3
412346,150 Georgetowne Pl,Hyde Park,MA,2136.0,-71.1453208760779,42.254139653076365,F,F,6
323601,146 Tyndale St # 2,Roslindale,MA,2131.0,-71.14386079924658,42.28690964478696,W,W,6
78924,22 Irving St # 4,Boston,MA,2114.0,-71.06625045954931,42.3606095299969,MF,MF,1
176523,43 Aldie St #1,Allston,MA,2134.0,-71.13509461826689,42.35876861972111,F,F,4
122227,66 Sanborn Ave,West Roxbury,MA,2132.0,-71.16533086083436,42.28125967632808,F,F,6
41779,30-34 E Concord St # 10,Roxbury,MA,2118.0,-71.07403052865936,42.33739954260217,TF,TF,1
177737,34 Amherst St #2,Roslindale,MA,2131.0,-71.13219077554922,42.28573962872739,TH,TH,6
243128,83 Greaton Rd # 1,West Roxbury,MA,2132.0,-71.15144080724777,42.290959654519085,W,W,6
7143,2 Avery St #32D,Boston,MA,2111.0,-71.06284246905237,42.3530665265466,MF,MF,1
5460,472 Ashmont St,Dorchester,MA,2122.0,-71.05384059169434,42.288849519752986,TH,TH,7
62399,740-744 Gallivan Blvd,Dorchester,MA,2122.0,-71.04576058279085,42.2846195079892,TH,TH,7
301359,24 Rosemont St #1,Dorchester,MA,2122.0,-71.05628058846511,42.29281952238887,F,F,7
422636,41 Breck Ave,Brighton,MA,2135.0,-71.16889168970238,42.34933161066247,TH,TH,4
230620,59 Endicott St # 3,Boston,MA,2113.0,-71.05705043249219,42.36353951815151,MTH,MTH,1
207661,125 Chiswick Rd #507,Brighton,MA,2135.0,-71.15241069746233,42.3408096457883,T,T,4
267805,40 Manthorne Rd # 2,West Roxbury,MA,2132.0,-71.15098081160151,42.288549654341445,M,M,6
13541,53 Belfort St,Dorchester,MA,2125.0,-71.05407053407305,42.314819517416886,F,F,3
359090,42 Beach St #6B,Boston,MA,2111.0,-71.06093490808887,42.35160266709886,MF,MF,1
366565,190 Beacon St #2,Boston,MA,2116.0,-71.07753049896768,42.354339545500174,MTH,MTH,1
141009,50 Von Hillern St,South Boston,MA,2127.0,-71.05512051576297,42.32441951816077,TH5,TH,5
255655,650 Huntington Ave #7L,Mission Hill,MA,2120.0,-71.10043059299795,42.33527957783087,TF,TF,10
247941,490 Harrison Ave #203,Roxbury,MA,2118.0,-71.06578949985207,42.34214053126813,TF,TF,1
108983,103 Pembroke St,Roxbury,MA,2118.0,-71.07652052358011,42.34246954527824,TF,TF,1
350844,2001 Commonwealth Ave,Brighton,MA,2135.0,-71.15820514542584,42.34014377883495,TH,TH,4
129314,29 Speedwell St,Dorchester,MA,2122.0,-71.06690058738516,42.304129535779744,T,T,3
262138,206 L St # 2,South Boston,MA,2127.0,-71.03502045517033,42.33113949118945,T5,T,5
41029,50 Commonwealth Ave #502,Boston,MA,2116.0,-71.07398049509685,42.35256954064207,MTH,MTH,1
219195,320 Cornell St # 1,Roslindale,MA,2131.0,-71.1392808003154,42.28179963932106,TH,TH,6
215054,1455 Commonwealth Ave #304,Brighton,MA,2135.0,-71.14118065447228,42.34869962947457,W,W,4
219386,23 Cortes St #4,Boston,MA,2116.0,-71.07077049701998,42.34839953723193,MF,MF,1
315888,329 Summit Ave #6,Brighton,MA,2135.0,-71.14049065946674,42.34577962913562,W,W,4
38624,1758 Commonwealth Ave #1758-B,Brighton,MA,2135.0,-71.14982669149556,42.34078964224626,T,T,4
246634,1 Hanson St #2,Roxbury,MA,2118.0,-71.06969050547535,42.3435395362625,TF,TF,1
31040,139 Chestnut Ave #1,Jamaica Plain,MA,2130.0,-71.10616064363805,42.318249588291934,F,F,2
367422,271 Dartmouth St #4D,Boston,MA,2116.0,-71.0773405066291,42.350719545622105,MTH,MTH,1
146325,6 Waterlow St,Dorchester,MA,2121.0,-71.07666062295068,42.29776954980712,M,M,3
120723,162 Saint Botolph St,Boston,MA,2115.0,-71.08289053639884,42.34293955373689,MTH,MTH,1
339966,17 Yuill Cir #2,Hyde Park,MA,2136.0,-71.13045086305553,42.23722969590558,T,T,8
367055,1 Marlborough St #B,Boston,MA,2116.0,-71.07270048727618,42.354719539168414,MTH,MTH,1
176553,9 Aldie St #1,Allston,MA,2134.0,-71.13638762061179,42.35903362135263,F,F,4
404878,3 Lorraine Ter # 301,Allston,MA,2134.0,-71.13916065177006,42.34789962700994,W,W,4
216902,381 Commonwealth Ave #7,Boston,MA,2215.0,-71.0896805371624,42.34943956189098,MTH,MTH,10
408774,16 Ransom Rd # 2,Brighton,MA,2135.0,-71.14485067527897,42.34311963538845,T,T,4
235067,25 Fessenden St # 1,Mattapan,MA,2126.0,-71.09229070164295,42.27854957398074,W,W,7
414291,271 Wood Ave,Hyde Park,MA,2136.0,-71.11007077306269,42.264559600956254,F,F,8
335388,91 Westland Ave #416,Boston,MA,2115.0,-71.08957054875502,42.34414956238185,TF,TF,10
230631,82 Endicott St #3,Boston,MA,2113.0,-71.05741043241191,42.36394951852821,MTH,MTH,1
230407,130 Endicott St #502,Boston,MA,2113.0,-71.05750043076253,42.36477951862781,MTH,MTH,1
68259,46 Halliday St,Roslindale,MA,2131.0,-71.11329072851429,42.2877496021989,TH,TH,2
184228,395 Beacon St #4F,Boston,MA,2116.0,-71.08505052153946,42.35179955560575,MTH,MTH,1
15862,131 Blake St,Mattapan,MA,2126.0,-71.10458075081657,42.2687895928575,F,F,8
131656,350 Stuart St,Boston,MA,2116.0,-71.07244049917202,42.34923953926258,TF,TF,1
39439,2000 Commonwealth Ave #1712,Brighton,MA,2135.0,-71.1585207146997,42.33941965377336,TH,TH,4
282030,177 Newbury St #41,Boston,MA,2116.0,-71.0793705112912,42.35067954824004,MTH,MTH,1
134818,49 Thetford Ave,Dorchester,MA,2124.0,-71.07864065720725,42.28464955435395,T,T,7
99054,66 Mount Vernon St,West Roxbury,MA,2132.0,-71.1597908409477,42.28415966763164,M,M,6
63672,73 Gibson St # 3,Dorchester,MA,2122.0,-71.05754058046622,42.29787952399978,F,F,7
101278,39 Newburg St,Roslindale,MA,2131.0,-71.13950079270798,42.2852496389557,TH,TH,6
432319,25 William T Morrissey Blvd #70,Dorchester,MA,2125.0,-71.05124900329713,42.31990494817101,F,F,3
218371,40 Congreve St #1,Roslindale,MA,2131.0,-71.13827078161319,42.28911963653373,W,W,6
87949,46 Lyon St # 1,Dorchester,MA,2122.0,-71.06108056986518,42.30600952800025,W,W,3
26396,29 Castleton St # 2,Jamaica Plain,MA,2130.0,-71.11413065034411,42.32348959792039,T,T,2
66085,56 Gray St,Boston,MA,2116.0,-71.07215050744057,42.34530953974088,TF,TF,1
67457,376-380 Grove St,West Roxbury,MA,2132.0,-71.15582089376322,42.2568396674024,F,F,6
38821,1870 Commonwealth Ave #12,Brighton,MA,2135.0,-71.15239543417051,42.33814484067016,T,T,4
379420,42 Lyon St # 5,Dorchester,MA,2122.0,-71.06093056949285,42.30603952774887,W,W,3
397091,33 Green St #1,Jamaica Plain,MA,2130.0,-71.11230067077484,42.31247959702359,T,T,2
356705,8 Winter St #500,Boston,MA,2108.0,-71.06081516232915,42.35547509643727,MF,MF,1
76904,30-32 Hutchings St,Dorchester,MA,2121.0,-71.08906062452012,42.30982956559688,MTH,MTH,10
375585,14 John Eliot Sq #3A,Roxbury,MA,2119.0,-71.09038058360913,42.329389565225085,MTH,MTH,10
185094,871 Beacon St #10,Boston,MA,2215.0,-71.10428057637093,42.34657958142573,TF,TF,10
166593,10 Isabella St,Boston,MA,2116.0,-71.0698311268717,42.34859490527668,MF,MF,1
135253,148 W Third St #1,South Boston,MA,2127.0,-71.05065047036156,42.34023951105864,TH5,TH,5
233987,92 Fawndale Rd # 1,Roslindale,MA,2131.0,-71.1202607407842,42.28920961151125,W,W,2
284587,190 Northampton St #409,Roxbury,MA,2118.0,-71.07959054146397,42.3373695499806,TF,TF,10
24236,32 Business St,Hyde Park,MA,2136.0,-71.12636083312916,42.25417962621805,W,W,8
144913,3381 Washington St,Jamaica Plain,MA,2130.0,-71.10539066352054,42.30883958821419,F,F,2
351461,20-22 Haynes St,East Boston,MA,2128.0,-71.03799968139619,42.366865404318965,W,W,9
261472,71 Kilsyth Rd #7,Brighton,MA,2135.0,-71.14450668166977,42.339916635561046,T,T,4
385586,370 Savin Hill Ave #5,Dorchester,MA,2125.0,-71.05120053319247,42.31248951401078,F,F,3
135695,10 Thompson Sq,Charlestown,MA,2129.0,-71.06367042171591,42.37490952542685,W1A,W,1A
243577,87 Greenfield Rd # 2,Mattapan,MA,2126.0,-71.10212074770799,42.26784958921118,F,F,8
62429,14 Gannett St,Dorchester,MA,2121.0,-71.0813305973222,42.31411955451738,MTH,MTH,10
307060,10 Sayward St # 1,Dorchester,MA,2125.0,-71.06862056946495,42.31379953756712,W,W,3
150286,247 Willow St,West Roxbury,MA,2132.0,-71.15748081386427,42.29413966187563,M,M,6
380589,296 Norwell St # 1,Dorchester,MA,2124.0,-71.07713063661252,42.29232955129216,T,T,7
17908,9 Boxford Ter,West Roxbury,MA,2132.0,-71.15073082699612,42.28147965511558,T,T,6
237755,110 Francis St Ste 1B,Boston,MA,2215.0,-71.10995061033914,42.337089590262245,TF,TF,10
381035,1737 Dorchester Ave,Dorchester,MA,2124.0,-71.06303060776995,42.29100953187032,T,T,7
44827,190 Cummins Hwy,Roslindale,MA,2131.0,-71.12196376076321,42.28189961533943,W,W,2
35894,529 Columbus Ave #20,Roxbury,MA,2118.0,-71.08042053340674,42.34195955039283,TF,TF,1
114249,10 Radcliffe Rd #10-1,Allston,MA,2134.0,-71.13428051087317,42.350773288393775,W,W,4
431514,600 Harrison Ave #137,Roxbury,MA,2118.0,-71.06805358840909,42.34010912066167,TF,TF,1
246967,37 Harbor View St #3,Dorchester,MA,2125.0,-71.05485053128598,42.31704951861192,F,F,3
425250,9-23 Griggs St #1,Allston,MA,2134.0,-71.1335506393501,42.347819619664456,W,W,4
407343,6 Lane Park,Brighton,MA,2135.0,-71.15922071025936,42.34191965458294,TH,TH,4
92106,433-435 Massachusetts Ave,Roxbury,MA,2118.0,-71.0820669263655,42.3405497097311,TF,TF,10
213001,1079 Commonwealth Ave #434,Allston,MA,2215.0,-71.12453901951017,42.35290048521209,TH,TH,4
149965,124 Williams Ave,Hyde Park,MA,2136.0,-71.11509082052153,42.246839626074845,M,M,8
390719,805 E Sixth St,South Boston,MA,2127.0,-71.02821043560976,42.333069482009925,T5,T,5
164018,40 Cummings Rd,Brighton,MA,2135.0,-71.14505613484212,42.34057043374912,T,T,4
220419,10 Crescent Ave # 3,Dorchester,MA,2125.0,-71.05615053013895,42.31886952026779,F,F,3
343965,29-41 Trustman Ter,East Boston,MA,2128.0,-71.01396653877421,42.38746427635168,TH,TH,9
140718,49 Vine St,Charlestown,MA,2129.0,-71.0568504015111,42.37723951688789,W1A,W,1A
417040,170 Brookline Ave #525,Boston,MA,2215.0,-71.10142057547003,42.34411957800591,TF,TF,10
115390,45 Revere St,Boston,MA,2114.0,-71.0680704660614,42.359659532717245,MF,MF,1
272191,581 Massachusetts Ave #6,Roxbury,MA,2118.0,-71.07841353887241,42.33736554840144,TF,TF,10
214701,1376 Commonwealth Ave #16,Allston,MA,2134.0,-71.13732064750995,42.34794962456324,W,W,4
192577,1171 Boylston St #24,Boston,MA,2215.0,-71.09358355198253,42.34676356734504,TF,TF,10
366184,150 Huntington Ave #NN6,Boston,MA,2115.0,-71.08179052960624,42.344909552070646,MTH,MTH,1
232779,78 Fairmount Ave #3,Hyde Park,MA,2136.0,-71.11987081731245,42.25467961644996,T,T,8
166325,1 Horadan Way,Mission Hill,MA,2120.0,-71.09901644779823,42.33437475499756,TF,TF,10
214985,1444 Commonwealth Ave #5,Allston,MA,2134.0,-71.14007065376417,42.34793962820114,W,W,4
241032,18 Gibson St # 2,Dorchester,MA,2122.0,-71.06015058649821,42.29763952735243,F,F,7
265787,58 London St # 2,East Boston,MA,2128.0,-71.04074037813986,42.37151949665541,T,T,9
52856,37 Ellington St,Dorchester,MA,2121.0,-71.08377063064128,42.30170955910902,M,M,3
381725,210 Norfolk St,Dorchester,MA,2124.0,-71.08009065852632,42.28550955611345,T,T,7
80526,278 K St #5,South Boston,MA,2127.0,-71.03718045346477,42.33407949373302,T5,T,5
23899,11 Burnside Ave,Roslindale,MA,2132.0,-71.14533079034709,42.2924996453262,W,W,6
129300,6-8 Spaulding St,Dorchester,MA,2122.0,-71.05443458568533,42.29232651957192,F,F,7
195457,145 Brayton Rd # 1,Brighton,MA,2135.0,-71.17341072471592,42.34964967156715,TH,TH,4
251178,5 Henry Sterling Sq ##932,South Boston,MA,2127.0,-71.05448050959589,42.32639951747164,TH5,TH,5
273215,27 Colonel Michael J. McDonough Way #679,South Boston,MA,2127.0,-71.05352050456723,42.32766951611965,TH5,TH,5
390812,485 E Broadway #4,South Boston,MA,2127.0,-71.0454704695091,42.33526950485868,W5,W,5
301525,119 Rosseter St #2,Dorchester,MA,2121.0,-71.07329060664836,42.30188954507157,T,T,3
190205,825 Blue Hill Ave #1E,Dorchester,MA,2124.0,-71.08759064988962,42.29695956520749,M,M,7
104775,81 Oakland St,Brighton,MA,2135.0,-71.15965069027203,42.35140965330034,M,M,4
77711,965 Hyde Park Ave,Hyde Park,MA,2136.0,-71.12126079310461,42.26673961666853,TH,TH,8
333911,120 Welles Ave # 1,Dorchester,MA,2124.0,-71.06526061569403,42.28972953506187,T,T,7
327759,2 Walnut St # 2,Boston,MA,2108.0,-71.06580346559072,42.357486529951615,MF,MF,1
413342,6 Wilton St,Hyde Park,MA,2136.0,-71.12625084302587,42.24915963055744,T,T,8
230019,12 Elwyn Rd # 1,Dorchester,MA,2124.0,-71.0744906233366,42.2955895473527,M,M,3
178767,94 Appleton St #1,Boston,MA,2116.0,-71.07356051028731,42.34527954120486,TF,TF,1
49129,11 Doris St #1,Dorchester,MA,2125.0,-71.05647054249178,42.31351952108038,F,F,3
62290,400 Gallivan Blvd,Dorchester,MA,2124.0,-71.06117062443155,42.281509530289725,TH,TH,7
317017,22 Swan Ave # 1,East Boston,MA,2128.0,-70.99735025125631,42.38895944018847,F,F,9
152526,75 Worcester St,Roxbury,MA,2118.0,-71.07775053308961,42.33945954695722,TF,TF,1
203467,275 Centre St #183,Jamaica Plain,MA,2130.0,-71.10125062084734,42.32364958049853,MTH,MTH,10
410461,6 Sutherland Rd Bsmt,Brighton,MA,2135.0,-71.15063070277128,42.33665964429202,T,T,4
123941,7 School Street Pl,Roxbury,MA,2119.0,-71.09709263398908,42.313531575855485,F,F,2
310398,757 Shawmut Ave #1203,Mission Hill,MA,2120.0,-71.08432056400773,42.332079556852015,TF,TF,10
436931,142 Northern Ave #105,Boston,MA,2210.0,-71.04318638143431,42.35130985493594,TH5,TH,5
405911,67A Riverview Rd,Brighton,MA,2135.0,-71.1588906753198,42.35713965095523,M,M,4
11389,41 Beacon St #6,Boston,MA,2108.0,-71.06652046787971,42.35709953067304,MF,MF,1
23911,18 Burr St,Jamaica Plain,MA,2130.0,-71.10895065295117,42.31693959209729,T,T,2
313564,159 W Springfield St #B,Roxbury,MA,2118.0,-71.07881053560983,42.33924954877525,TF,TF,1
20530,80 Broad St #606,Boston,MA,2110.0,-71.05302043627685,42.3576895133252,MF,MF,1
435000,45 W Third St #315,South Boston,MA,2127.0,-71.0543087181911,42.34209602943322,TH5,TH,5
191556,20 Bowdoin Ave #31,Dorchester,MA,2121.0,-71.07561060990993,42.30272954818154,T,T,3
91618,6 Marlin Rd,West Roxbury,MA,2132.0,-71.16532083081607,42.294379672980696,M,M,6
286883,95 Old Ironsides Way #B,Charlestown,MA,2129.0,-71.0585803991989,42.37997951885303,W1A,W,1A
89018,11-13 Mansfield St #3,Allston,MA,2134.0,-71.13035361058832,42.357306614150026,F,F,4
217964,27 E Concord St #4,Roxbury,MA,2118.0,-71.07440053015367,42.33723954313547,TF,TF,1
373070,42 Westminster Ct # F,Roxbury,MA,2119.0,-71.09473062298595,42.31615957269237,MTH,MTH,10
257418,1344 Hyde Park Ave #299,Hyde Park,MA,2136.0,-71.12480283518813,42.2516826240088,T,T,8
210327,1410 Columbia Rd #8D,South Boston,MA,2127.0,-71.04356047481676,42.33093950253345,W5,W,5
122203,16-18 Sanborn Ave,West Roxbury,MA,2132.0,-71.16403085983028,42.28011967436137,F,F,6
130011,220 W Springfield St,Roxbury,MA,2118.0,-71.08078053657555,42.34064955087796,TF,TF,1
323915,116 Union Park St #2,Roxbury,MA,2118.0,-71.06569050447395,42.33997953132608,TF,TF,1
54980,165 Everett St,Allston,MA,2134.0,-71.13696038410698,42.35866337570416,F,F,4
309142,699 E Seventh St #1,South Boston,MA,2127.0,-71.03220044652846,42.33219948737575,T5,T,5
35520,1951-1955 Columbus Ave,Roxbury,MA,2119.0,-71.09850063154195,42.316099578068,MTH,MTH,10
45249,25 Custer St # 25-306,Jamaica Plain,MA,2130.0,-71.11710069302544,42.30749960472961,M,M,2
73251,36-38 Hichborn St,Brighton,MA,2135.0,-71.14348433796704,42.3558130026516,TH,TH,4
407009,20 Dustin St,Brighton,MA,2135.0,-71.14630065976871,42.351479635685365,T,T,4
309460,3 Shafter St # 1,Dorchester,MA,2121.0,-71.07654062182402,42.29834954987796,M,M,3
436612,36-62 Poydras St #54,Mattapan,MA,2126.0,-71.10544720176105,42.26234864176021,TH,TH,8
274664,423 Meridian St #1,East Boston,MA,2128.0,-71.03904035290385,42.38109749399161,M,M,9
68601,37 Hampstead Rd # 37-1,Jamaica Plain,MA,2130.0,-71.1159786981209,42.30389760319939,M,M,2
105692,15 Orkney Rd,Brighton,MA,2135.0,-71.14825069544602,42.3375396411525,T,T,4
278027,943 Morton St #3,Mattapan,MA,2126.0,-71.08243067599635,42.28003956000151,W,W,7
285258,100 Norway St #801,Boston,MA,2115.0,-71.08812054350001,42.34502956035512,TF,TF,10
326329,626 Walk Hill St #1,Mattapan,MA,2126.0,-71.09697070766953,42.28055958027307,M,M,7
138440,6 Trescott St # 3,Dorchester,MA,2125.0,-71.06033054638242,42.315609526323904,TH,TH,3
106307,12 Pacific St,South Boston,MA,2127.0,-71.04543047205975,42.33401950464444,W5,W,5
268926,40 Marion St #3,East Boston,MA,2128.0,-71.038030354148,42.37953949270841,M,M,9
336743,25 Wigglesworth St # 3,Mission Hill,MA,2120.0,-71.10260059957979,42.33452958087558,TF,TF,10
310767,36 Shepard St #3,Brighton,MA,2135.0,-71.15063068068842,42.346499642339005,T,T,4
58847,216 Florence St #3C,Roslindale,MA,2131.0,-71.1201107459783,42.28664961145381,W,W,2
152930,70 Wren St,West Roxbury,MA,2132.0,-71.15048082846027,42.28066965540167,T,T,6
177483,82 American Legion Hwy #1,Dorchester,MA,2124.0,-71.09091065747816,42.29689956986514,M,M,7
292931,19 Peterborough St #24,Boston,MA,2215.0,-71.09597056281136,42.34430957077144,TF,TF,10
50053,131 Dunster Rd,Jamaica Plain,MA,2130.0,-71.11998068618452,42.313319607104205,T,T,2
350769,71-77 Fermoy Heights Ave,Dorchester,MA,2124.0,-71.09018370701564,42.29618885790463,M,M,7
326557,28 Wallingford Rd #1613,Brighton,MA,2135.0,-71.15233324649871,42.34158147966794,T,T,4
221017,237 Cummins Hwy #A21,Roslindale,MA,2131.0,-71.1212507626291,42.28047961433564,TH,TH,6
433569,23-55 Northern Ave #180,Boston,MA,2210.0,-71.04722027893386,42.353108179533415,TH5,TH,5
